id_persona,edad,departamento,zona,ingreso_mensual,ahorro_mensual,acceso_credito,tipo_institucion,frecuencia_ahorro,historial_crediticio,tiene_cuenta_bancaria
638,22,Apurímac,Urbana,1637.65,113.10837851801,No,Banco,Mensual,Regular,Sí
639,23,Loreto,Rural,1491.95,443.69,Sí,Financiera,Ocasional,Bueno,Sí
640,23,Loreto,Urbana,529.58,159.14,No,Banco,Ocasional,Bueno,Sí
641,26,Puno,Urbana,1291.22,133.96,Sí,Caja Municipal,Nunca,Bueno,No
642,62,Lima,Urbana,1078.35,53.94,Sí,Ninguna,Mensual,Bueno,No
643,55,Loreto,Urbana,2071.96,208.66,No,Financiera,Nunca,Regular,Sí
644,24,Junín,Urbana,2392.57,575.9,Sí,Banco,Ocasional,Bueno,No
645,24,Junín,Urbana,796.59,528.74,No,Cooperativa,Mensual,Regular,Sí
646,55,Lima,Rural,1659.83,441.84,Sí,Caja Municipal,Mensual,Regular,Sí
647,21,Loreto,Urbana,899.37,240.02,Sí,Cooperativa,Mensual,Regular,Sí
648,39,Puno,Urbana,938.7,398.23,No,Caja Municipal,Mensual,Regular,No
649,32,Puno,Urbana,1197.9,299.1,No,Ninguna,Nunca,Regular,Sí
650,48,Lima,Urbana,515.73,93.5,No,Caja Municipal,Mensual,Malo,Sí
651,61,Tacna,Urbana,2355.45,589.91,Sí,Cooperativa,Mensual,Bueno,No
652,19,Tacna,Urbana,967.9,379.80165660111,Sí,Banco,Mensual,Regular,Sí
653,57,Tacna,Urbana,1282.86,554.61,No,Cooperativa,Mensual,Malo,No
654,40,Junín,Urbana,1236.43,288.09,No,Cooperativa,Ocasional,Regular,Sí
655,64,Lima,Rural,1688.89,238.23,Sí,Financiera,Mensual,Bueno,Sí
656,36,Lima,Urbana,2164.12,566.71,No,Ninguna,Nunca,Malo,Sí
657,61,Junín,Urbana,1508.86,670.07,No,Banco,Ocasional,Bueno,No
659,38,Lima,Urbana,1617.51,102.13,No,Cooperativa,Mensual,Bueno,Sí
660,53,Puno,Urbana,1261.98,323.21,No,Caja Municipal,Ocasional,Malo,Sí
661,41,Junín,Urbana,1661.4524791816,223.44,No,Ninguna,Mensual,Malo,No
662,38,Junín,Urbana,1949.22,392.93,No,Banco,Ocasional,Regular,Sí
663,46,Junín,Urbana,1033.38,76.48,No,Caja Municipal,Mensual,Bueno,Sí
664,58,Junín,Urbana,1763.51,273.96,No,Banco,Mensual,Bueno,No
665,25,Loreto,Rural,1159.51,396.09,Sí,Banco,Mensual,Bueno,Sí
666,21,Apurímac,Rural,1473.6,516.86,No,Ninguna,Mensual,Bueno,No
667,31,Loreto,Urbana,705.97,156.77,No,Caja Municipal,Nunca,Malo,Sí
668,45,Apurímac,Urbana,1356.04,102.79,No,Cooperativa,Ocasional,Bueno,Sí
669,53,Lima,Urbana,631.66,66.18,Sí,Banco,Mensual,Regular,Sí
671,29,Loreto,Rural,2482.94,248.42,Sí,Banco,Mensual,Bueno,Sí
672,21,Loreto,Urbana,1166.94,202.34,Sí,Banco,Ocasional,Nulo,Sí
673,44,Tacna,Urbana,727.13,494.26,Sí,Caja Municipal,Mensual,Regular,Sí
674,45,Lima,Urbana,2072.08,12.4,No,Banco,Mensual,Bueno,Sí
675,39,Junín,Rural,1524.07,470.24,No,Caja Municipal,Mensual,Regular,No
676,19,Apurímac,Rural,1725.15,223.65,No,Banco,Mensual,Bueno,No
677,52,Loreto,Urbana,1152.81,258.25,Sí,Banco,Nunca,Bueno,Sí
678,52,Puno,Urbana,1193.3,166.46740520475,No,Financiera,Mensual,Regular,Sí
679,36,Puno,Urbana,1228.82,267.04,Sí,Ninguna,Ocasional,Regular,Sí
680,33,Puno,Rural,1836.31,216.72,No,Financiera,Mensual,Bueno,Sí
681,48,Puno,Urbana,1489.32,301.85,No,Banco,Mensual,Regular,Sí
682,59,Apurímac,Urbana,719.48,53.676804040258,No,Cooperativa,Mensual,Regular,Sí
683,46,Puno,Rural,1410.33,432.42,Sí,Cooperativa,Ocasional,Bueno,No
684,50,Apurímac,Urbana,723.02,293.54,No,Ninguna,Mensual,Bueno,Sí
685,34,Loreto,Urbana,1232.99,223.61337367077,Sí,Cooperativa,Mensual,Regular,Sí
686,62,Puno,Urbana,972.96,231.52,Sí,Caja Municipal,Mensual,Bueno,No
687,62,Puno,Rural,1362.89,222.89,Sí,Cooperativa,Mensual,Bueno,Sí
688,57,Apurímac,Urbana,1841.14,97.04,No,Banco,Mensual,Nulo,No
690,39,Tacna,Rural,1356.46,333.25,No,Ninguna,Mensual,Regular,Sí
692,30,Puno,Urbana,2212.229532378,103.52,No,Financiera,Nunca,Regular,Sí
693,38,Loreto,Urbana,1513.87,630.24,No,Cooperativa,Nunca,Regular,Sí
694,50,Tacna,Rural,1474.43,199.67,Sí,Financiera,Ocasional,Bueno,Sí
695,30,Loreto,Rural,1529.55,264.69,Sí,Ninguna,Mensual,Regular,Sí
696,22,Junín,Urbana,2641.88,212.15,No,Financiera,Mensual,Regular,No
697,20,Apurímac,Urbana,781.39,59.63,Sí,Financiera,Nunca,Nulo,Sí
698,50,Puno,Rural,1511.18,146.9,Sí,Caja Municipal,Ocasional,Bueno,Sí
699,24,Apurímac,Urbana,601.01,127.9,Sí,Financiera,Nunca,Regular,No
700,53,Apurímac,Urbana,2081.41,295.13,No,Banco,Mensual,Regular,Sí
701,44,Apurímac,Urbana,1944.29,321.08,No,Banco,Ocasional,Nulo,Sí
702,31,Apurímac,Urbana,1484.44,385.81,Sí,Caja Municipal,Ocasional,Bueno,No
703,18,Apurímac,Urbana,799.96,88.36,Sí,Financiera,Mensual,Regular,Sí
704,40,Junín,Urbana,2824.54,272.99,No,Financiera,Mensual,Regular,No
705,26,Loreto,Urbana,1950.69,168.91,Sí,Banco,Nunca,Bueno,Sí
707,58,Lima,Urbana,1067.63,178.2,Sí,Banco,Mensual,Nulo,Sí
708,35,Loreto,Rural,1410.75,84.61,No,Caja Municipal,Mensual,Regular,No
709,49,Loreto,Urbana,2006.73,275.81,No,Banco,Mensual,Bueno,Sí
710,33,Loreto,Rural,1314.06,592.28,Sí,Financiera,Mensual,Nulo,Sí
711,48,Junín,Urbana,1756.68,100.78,Sí,Ninguna,Ocasional,Bueno,Sí
712,45,Lima,Rural,1682.74,373.82,Sí,Cooperativa,Ocasional,Bueno,Sí
713,58,Loreto,Rural,2268.97,71.32,Sí,Cooperativa,Mensual,Bueno,Sí
714,46,Apurímac,Urbana,1783.64,49.97,No,Caja Municipal,Ocasional,Bueno,Sí
715,58,Junín,Urbana,935.97,388.43,Sí,Financiera,Ocasional,Regular,Sí
716,52,Apurímac,Urbana,1778.2,237.25,No,Banco,Ocasional,Regular,Sí
717,19,Junín,Urbana,2044.34,289.98,Sí,Caja Municipal,Mensual,Malo,Sí
718,38,Puno,Urbana,855.07,472.04,No,Ninguna,Ocasional,Bueno,Sí
719,48,Apurímac,Rural,947.58,236.03,Sí,Ninguna,Ocasional,Bueno,Sí
721,25,Lima,Urbana,2022.09,122.33032739796,Sí,Financiera,Ocasional,Malo,Sí
722,24,Tacna,Urbana,2076.18,140.8,No,Banco,Ocasional,Malo,Sí
723,41,Junín,Urbana,1394.35,252.02,No,Banco,Ocasional,Malo,Sí
724,40,Lima,Urbana,1568.42,328.55,No,Caja Municipal,Mensual,Nulo,No
725,50,Tacna,Urbana,1785.98,259.28,No,Banco,Ocasional,Regular,Sí
726,29,Tacna,Rural,769.69,523.05,Sí,Caja Municipal,Ocasional,Bueno,Sí
727,26,Loreto,Rural,1036.75,302.69,Sí,Cooperativa,Mensual,Bueno,No
728,37,Tacna,Rural,1518.33,18.89,Sí,Cooperativa,Nunca,Bueno,Sí
729,32,Puno,Urbana,2865.52,189.6706938906,Sí,Banco,Mensual,Regular,Sí
730,43,Puno,Rural,614.35,113.12,Sí,Financiera,Mensual,Bueno,No
731,33,Puno,Rural,1326.82,167.6,Sí,Cooperativa,Mensual,Bueno,No
732,46,Tacna,Urbana,1100.85,444.9,No,Banco,Ocasional,Malo,Sí
733,21,Apurímac,Rural,1493.5,476.54,Sí,Ninguna,Nunca,Regular,Sí
734,22,Apurímac,Rural,1031.3,13.471138560303,Sí,Caja Municipal,Mensual,Malo,Sí
735,31,Lima,Urbana,915.0,521.75,Sí,Banco,Ocasional,Bueno,Sí
736,26,Tacna,Rural,1505.8,148.48,No,Financiera,Nunca,Bueno,No
737,59,Apurímac,Urbana,917.42,515.1,Sí,Cooperativa,Ocasional,Nulo,No
738,24,Tacna,Urbana,1400.27,423.65,Sí,Caja Municipal,Mensual,Regular,No
739,22,Lima,Rural,1394.33,98.83,No,Banco,Mensual,Regular,Sí
740,54,Lima,Urbana,2308.38,673.49,Sí,Caja Municipal,Mensual,Malo,Sí
741,32,Tacna,Rural,2244.83,437.14,No,Cooperativa,Mensual,Bueno,Sí
742,34,Puno,Urbana,1986.62,338.01,Sí,Caja Municipal,Nunca,Bueno,Sí
743,52,Lima,Urbana,894.47,213.04,No,Caja Municipal,Nunca,Bueno,Sí
744,49,Lima,Urbana,2416.59,225.36,No,Caja Municipal,Nunca,Bueno,Sí
745,29,Apurímac,Urbana,1308.48,173.86,Sí,Caja Municipal,Mensual,Regular,Sí
746,35,Apurímac,Rural,1597.52,454.57,Sí,Cooperativa,Mensual,Bueno,Sí
747,55,Apurímac,Urbana,837.58,184.8,No,Banco,Mensual,Bueno,Sí
748,30,Loreto,Urbana,1905.39,28.12,No,Cooperativa,Mensual,Regular,Sí
749,19,Puno,Urbana,2067.33,162.02,Sí,Banco,Mensual,Bueno,Sí
750,37,Tacna,Urbana,2117.89,124.61,No,Banco,Ocasional,Malo,Sí
751,27,Apurímac,Rural,1899.26,59.29,Sí,Financiera,Nunca,Malo,Sí
752,42,Junín,Urbana,1580.8030407053,215.42,Sí,Banco,Ocasional,Regular,No
753,47,Puno,Urbana,811.13,175.46,Sí,Caja Municipal,Mensual,Bueno,No
754,60,Junín,Rural,1233.23,267.57,Sí,Banco,Ocasional,Bueno,No
755,45,Loreto,Urbana,834.48,15.86,Sí,Banco,Ocasional,Regular,No
756,63,Lima,Urbana,1674.14,204.21,Sí,Banco,Ocasional,Bueno,Sí
757,44,Puno,Urbana,1792.5,245.58611080672,Sí,Caja Municipal,Mensual,Nulo,Sí
758,39,Apurímac,Urbana,752.91,59.28,Sí,Cooperativa,Mensual,Bueno,Sí
759,41,Apurímac,Rural,2820.57,259.7944829999,No,Financiera,Mensual,Bueno,No
760,43,Apurímac,Urbana,530.42,27.3,No,Caja Municipal,Mensual,Regular,Sí
761,22,Puno,Urbana,1452.93,651.0,Sí,Financiera,Mensual,Bueno,Sí
762,30,Puno,Urbana,1663.12,258.26,Sí,Caja Municipal,Mensual,Nulo,No
763,46,Tacna,Urbana,1526.73,245.33,Sí,Banco,Nunca,Bueno,Sí
764,47,Loreto,Urbana,1619.75,472.01,Sí,Caja Municipal,Mensual,Regular,No
765,46,Tacna,Rural,1730.37,99.06,Sí,Caja Municipal,Mensual,Nulo,Sí
766,60,Tacna,Urbana,2308.61,492.48,Sí,Caja Municipal,Ocasional,Bueno,No
767,58,Tacna,Urbana,832.66,121.3761763202,Sí,Cooperativa,Mensual,Nulo,Sí
768,23,Lima,Urbana,1607.47,256.6,No,Financiera,Ocasional,Regular,Sí
769,54,Puno,Rural,1406.08,149.28,Sí,Banco,Mensual,Regular,Sí
770,63,Apurímac,Rural,1317.9,32.0,No,Financiera,Ocasional,Bueno,No
771,56,Lima,Urbana,335.98,97.31,Sí,Financiera,Mensual,Regular,Sí
772,64,Apurímac,Rural,1405.42,169.09,Sí,Caja Municipal,Mensual,Bueno,Sí
773,21,Lima,Urbana,1260.96,400.32458494647,Sí,Caja Municipal,Mensual,Bueno,No
774,23,Lima,Urbana,800.51,25.94,Sí,Banco,Nunca,Regular,Sí
775,34,Puno,Urbana,1456.38,162.34,No,Ninguna,Mensual,Malo,Sí
776,21,Puno,Urbana,1804.63,511.03,Sí,Financiera,Mensual,Bueno,No
777,25,Junín,Urbana,2167.53,297.95,Sí,Banco,Mensual,Regular,Sí
778,61,Loreto,Rural,703.85,308.96,No,Caja Municipal,Ocasional,Regular,Sí
779,22,Tacna,Urbana,1089.49,92.2,No,Banco,Ocasional,Regular,Sí
780,45,Puno,Rural,2348.87,181.12,Sí,Caja Municipal,Mensual,Bueno,No
782,51,Lima,Urbana,1350.42,407.89,No,Caja Municipal,Ocasional,Malo,Sí
783,50,Junín,Urbana,898.78,256.29,Sí,Cooperativa,Nunca,Bueno,No
784,22,Lima,Urbana,2461.67,144.20100348259,No,Caja Municipal,Mensual,Regular,Sí
785,28,Junín,Urbana,1294.03,533.69,No,Banco,Ocasional,Regular,Sí
786,55,Puno,Urbana,2139.55,314.99,No,Caja Municipal,Mensual,Bueno,Sí
787,59,Lima,Urbana,1244.44,169.87,Sí,Banco,Nunca,Malo,No
788,48,Apurímac,Rural,561.82,228.56,Sí,Caja Municipal,Mensual,Malo,Sí
789,20,Loreto,Urbana,1441.98,141.29,Sí,Caja Municipal,Mensual,Bueno,Sí
790,29,Apurímac,Urbana,1937.57,257.38,No,Financiera,Mensual,Bueno,No
791,36,Puno,Urbana,1589.33,80.984236304212,No,Financiera,Mensual,Nulo,Sí
792,59,Tacna,Urbana,1021.75,77.99,Sí,Caja Municipal,Ocasional,Regular,No
793,31,Lima,Urbana,2109.35,714.01,Sí,Banco,Mensual,Regular,No
794,44,Tacna,Urbana,283.14,274.98,Sí,Caja Municipal,Mensual,Regular,Sí
795,41,Puno,Rural,1654.84,513.38,Sí,Financiera,Mensual,Malo,Sí
796,36,Tacna,Urbana,1885.9,332.65,Sí,Banco,Mensual,Regular,No
797,43,Apurímac,Rural,1412.36,527.13,Sí,Caja Municipal,Nunca,Bueno,Sí
798,18,Lima,Rural,1176.48,557.27,No,Banco,Nunca,Bueno,Sí
799,40,Tacna,Rural,1513.69,265.44,No,Cooperativa,Ocasional,Regular,Sí
800,27,Lima,Rural,771.37,170.45,Sí,Banco,Ocasional,Bueno,Sí
802,58,Junín,Urbana,853.76,171.02,Sí,Financiera,Mensual,Regular,Sí
804,52,Loreto,Urbana,1953.71,125.93,No,Financiera,Ocasional,Bueno,Sí
805,24,Puno,Urbana,857.29,391.54,No,Financiera,Mensual,Regular,No
806,52,Apurímac,Urbana,2305.07,106.8,Sí,Cooperativa,Nunca,Regular,Sí
807,53,Lima,Rural,767.93,336.74,No,Cooperativa,Ocasional,Malo,No
808,25,Tacna,Rural,642.79,516.19,No,Caja Municipal,Ocasional,Regular,Sí
809,62,Lima,Urbana,2636.28,298.99,No,Caja Municipal,Mensual,Malo,Sí
810,28,Junín,Rural,1253.73,260.39,Sí,Caja Municipal,Mensual,Bueno,No
811,31,Puno,Rural,1153.13,150.69,Sí,Banco,Ocasional,Regular,No
812,46,Puno,Urbana,1183.34,414.77,Sí,Financiera,Mensual,Bueno,Sí
813,55,Loreto,Rural,2694.7,302.31,No,Caja Municipal,Mensual,Bueno,Sí
814,57,Lima,Rural,2068.37,492.08,Sí,Financiera,Nunca,Bueno,Sí
815,35,Puno,Urbana,1753.61,400.78,Sí,Caja Municipal,Mensual,Bueno,Sí
816,36,Tacna,Urbana,857.14,160.08,Sí,Caja Municipal,Ocasional,Bueno,Sí
817,32,Apurímac,Urbana,2100.58,404.73,Sí,Banco,Mensual,Nulo,No
818,35,Junín,Urbana,1525.94,66.169452147746,Sí,Ninguna,Ocasional,Bueno,No
819,31,Tacna,Urbana,752.2,312.14,Sí,Banco,Mensual,Regular,Sí
820,47,Apurímac,Rural,2386.05,23.38,Sí,Banco,Mensual,Bueno,No
821,49,Junín,Rural,1960.46,169.67522626524,No,Banco,Ocasional,Bueno,Sí
822,60,Lima,Urbana,1528.99,284.7,Sí,Cooperativa,Ocasional,Regular,Sí
823,50,Lima,Urbana,1126.84,66.81,Sí,Caja Municipal,Mensual,Malo,No
824,23,Apurímac,Urbana,986.83,162.47,Sí,Caja Municipal,Nunca,Nulo,Sí
825,29,Junín,Urbana,1673.7,6.51,Sí,Cooperativa,Mensual,Bueno,Sí
826,39,Lima,Urbana,2121.73,237.01,Sí,Banco,Mensual,Regular,Sí
827,55,Lima,Urbana,1422.05,430.77,Sí,Caja Municipal,Nunca,Nulo,No
828,41,Junín,Urbana,1802.91,295.13,Sí,Banco,Nunca,Nulo,Sí
829,57,Puno,Urbana,2113.14,426.68621043781,No,Financiera,Nunca,Nulo,No
830,48,Tacna,Rural,586.6,196.2,No,Caja Municipal,Mensual,Regular,Sí
831,52,Lima,Rural,1574.09,186.9835795615,Sí,Financiera,Mensual,Bueno,No
832,52,Lima,Urbana,1379.69,202.37,Sí,Banco,Mensual,Nulo,Sí
833,18,Tacna,Urbana,1164.59,534.25,No,Caja Municipal,Ocasional,Malo,No
834,33,Lima,Urbana,2101.39,145.21,Sí,Banco,Mensual,Malo,Sí
835,18,Junín,Urbana,1241.45,266.35,No,Caja Municipal,Nunca,Bueno,No
836,30,Loreto,Urbana,1892.54,350.66,No,Cooperativa,Mensual,Regular,Sí
837,20,Junín,Urbana,909.19,122.72,Sí,Banco,Ocasional,Regular,Sí
838,48,Loreto,Urbana,1529.96,63.92,No,Financiera,Nunca,Bueno,Sí
839,58,Junín,Urbana,1353.54,71.39,No,Banco,Mensual,Regular,Sí
840,43,Junín,Rural,795.85,380.42,No,Caja Municipal,Ocasional,Nulo,Sí
841,38,Lima,Urbana,462.78,293.94,No,Financiera,Ocasional,Regular,No
842,38,Apurímac,Urbana,1787.37,262.42,Sí,Ninguna,Mensual,Malo,Sí
843,40,Lima,Urbana,1700.83,462.03687379269,Sí,Banco,Ocasional,Regular,Sí
844,35,Puno,Urbana,2112.13,481.62,No,Cooperativa,Nunca,Regular,Sí
845,19,Junín,Urbana,765.83,445.13,No,Banco,Ocasional,Regular,Sí
846,57,Lima,Urbana,1501.55,66.63,Sí,Ninguna,Nunca,Regular,No
847,54,Tacna,Urbana,2523.75,355.18,No,Ninguna,Nunca,Bueno,No
848,60,Apurímac,Rural,467.17,180.83740941605,No,Caja Municipal,Mensual,Bueno,No
849,43,Loreto,Rural,1598.76,378.84,No,Caja Municipal,Mensual,Bueno,Sí
850,34,Tacna,Urbana,776.32,304.82,Sí,Financiera,Mensual,Regular,No
851,35,Puno,Urbana,1357.22,425.7,Sí,Caja Municipal,Nunca,Bueno,Sí
852,18,Tacna,Urbana,1258.05,485.07,Sí,Banco,Mensual,Bueno,Sí
853,53,Tacna,Rural,2557.25,336.52,No,Financiera,Ocasional,Bueno,Sí
854,56,Apurímac,Urbana,1407.53,352.4,Sí,Caja Municipal,Nunca,Bueno,Sí
855,23,Apurímac,Urbana,1928.77,342.1,Sí,Cooperativa,Nunca,Bueno,No
856,32,Puno,Urbana,397.58,130.40054251552,Sí,Caja Municipal,Nunca,Nulo,No
857,34,Puno,Urbana,1625.31,450.39,No,Ninguna,Nunca,Bueno,Sí
858,30,Junín,Urbana,1929.61,758.68,Sí,Caja Municipal,Nunca,Malo,Sí
859,33,Lima,Urbana,1354.64,197.4,Sí,Ninguna,Ocasional,Malo,Sí
860,25,Tacna,Rural,1354.95,177.39,Sí,Banco,Mensual,Malo,Sí
861,39,Tacna,Urbana,1083.13,427.98621200508,Sí,Cooperativa,Ocasional,Malo,No
862,44,Loreto,Urbana,1322.35,539.57,Sí,Caja Municipal,Mensual,Malo,Sí
863,46,Lima,Rural,1983.04,338.77,Sí,Financiera,Mensual,Bueno,Sí
864,31,Puno,Rural,1316.17,170.03,Sí,Ninguna,Mensual,Bueno,Sí
865,64,Junín,Urbana,1133.25,229.04,No,Caja Municipal,Nunca,Nulo,Sí
866,62,Junín,Urbana,1007.51,250.61,No,Banco,Mensual,Regular,Sí
867,47,Junín,Rural,1539.56,496.68,Sí,Ninguna,Nunca,Nulo,Sí
868,32,Loreto,Rural,1828.06,103.28,Sí,Caja Municipal,Nunca,Bueno,Sí
869,47,Lima,Urbana,1111.65,80.52,Sí,Ninguna,Nunca,Malo,Sí
870,51,Junín,Urbana,1297.02,20.32,No,Ninguna,Nunca,Bueno,Sí
871,20,Junín,Urbana,2681.6,773.58,Sí,Financiera,Mensual,Bueno,Sí
872,38,Apurímac,Urbana,1648.15,346.61,Sí,Cooperativa,Mensual,Regular,Sí
873,54,Lima,Urbana,2240.18,325.06,No,Banco,Mensual,Bueno,Sí
874,43,Apurímac,Urbana,1421.62,503.78,No,Caja Municipal,Ocasional,Regular,Sí
875,53,Tacna,Rural,1423.99,145.64,Sí,Banco,Mensual,Bueno,Sí
876,18,Puno,Urbana,2349.62,239.85,No,Banco,Mensual,Bueno,No
877,25,Loreto,Urbana,1960.12,344.75541796754,Sí,Caja Municipal,Ocasional,Bueno,No
878,44,Puno,Rural,1134.53,301.18,Sí,Financiera,Mensual,Malo,Sí
879,32,Tacna,Urbana,1561.12,23.97,No,Financiera,Nunca,Bueno,Sí
880,19,Loreto,Urbana,1940.28,322.37,Sí,Caja Municipal,Ocasional,Bueno,Sí
881,19,Puno,Rural,1485.33,712.4,Sí,Financiera,Nunca,Bueno,Sí
882,37,Apurímac,Rural,1549.5,459.78,No,Financiera,Nunca,Bueno,Sí
883,55,Puno,Rural,1686.53,462.49,Sí,Banco,Mensual,Bueno,No
884,41,Apurímac,Urbana,654.87,188.86,Sí,Caja Municipal,Mensual,Regular,Sí
885,24,Junín,Urbana,1917.6131475266,229.22,No,Banco,Ocasional,Nulo,Sí
886,49,Lima,Urbana,2664.54,195.08826255011,Sí,Banco,Ocasional,Bueno,Sí
887,41,Apurímac,Rural,1582.92,7.41,No,Banco,Nunca,Bueno,Sí
888,35,Lima,Urbana,501.88,390.69,No,Cooperativa,Nunca,Malo,Sí
889,58,Junín,Urbana,1151.11,656.96,No,Caja Municipal,Ocasional,Malo,No
890,18,Loreto,Urbana,3481.39,307.26,Sí,Caja Municipal,Ocasional,Bueno,Sí
891,39,Tacna,Urbana,415.15,20.33,Sí,Financiera,Ocasional,Malo,Sí
892,31,Junín,Urbana,1103.81,357.31,No,Caja Municipal,Nunca,Malo,Sí
893,44,Lima,Urbana,1680.97,265.17,No,Ninguna,Nunca,Bueno,Sí
894,59,Loreto,Urbana,2146.03,236.95,Sí,Financiera,Mensual,Bueno,Sí
895,63,Tacna,Urbana,931.79,177.9,No,Caja Municipal,Ocasional,Bueno,Sí
896,37,Lima,Urbana,1741.17,203.41,Sí,Banco,Ocasional,Regular,Sí
897,30,Loreto,Urbana,1707.89,264.9,No,Ninguna,Ocasional,Malo,No
898,59,Tacna,Urbana,774.67,201.56,No,Caja Municipal,Mensual,Malo,No
899,57,Puno,Urbana,1947.97,36.82,No,Banco,Ocasional,Regular,Sí
900,31,Puno,Rural,1100.58,377.8,No,Banco,Ocasional,Regular,Sí
901,56,Apurímac,Urbana,1863.96,64.52,Sí,Banco,Nunca,Regular,No
902,57,Puno,Urbana,1277.83,164.71,Sí,Banco,Mensual,Bueno,Sí
903,37,Tacna,Rural,359.97,303.19,Sí,Financiera,Mensual,Regular,Sí
904,42,Loreto,Rural,1338.86,42.27,Sí,Caja Municipal,Nunca,Nulo,Sí
905,38,Puno,Urbana,2292.16,420.49,No,Banco,Mensual,Regular,Sí
906,38,Lima,Rural,1400.95,200.23,Sí,Caja Municipal,Nunca,Regular,Sí
907,37,Tacna,Rural,429.18,347.24,No,Banco,Ocasional,Bueno,Sí
908,56,Lima,Urbana,927.95,187.73,No,Caja Municipal,Nunca,Bueno,Sí
909,58,Puno,Rural,1792.23,157.79,Sí,Banco,Ocasional,Malo,Sí
910,53,Puno,Rural,659.66,543.13,Sí,Caja Municipal,Mensual,Nulo,Sí
911,19,Puno,Urbana,476.57,375.51,Sí,Financiera,Nunca,Bueno,Sí
912,33,Junín,Urbana,2271.33,347.49968425677,Sí,Financiera,Mensual,Malo,No
913,22,Loreto,Rural,448.96,287.22,Sí,Financiera,Ocasional,Malo,Sí
914,29,Lima,Urbana,826.38,228.21,Sí,Ninguna,Mensual,Malo,Sí
915,40,Junín,Urbana,2030.08,76.23,Sí,Financiera,Nunca,Malo,Sí
916,42,Apurímac,Urbana,1501.3,218.22677254817,No,Financiera,Nunca,Regular,Sí
917,38,Puno,Rural,1418.49,374.95,Sí,Caja Municipal,Mensual,Bueno,Sí
918,41,Loreto,Rural,1366.19,468.29,Sí,Cooperativa,Ocasional,Bueno,Sí
919,57,Apurímac,Rural,1884.88,120.51,No,Caja Municipal,Ocasional,Regular,Sí
920,64,Lima,Urbana,1908.39,253.26,No,Banco,Ocasional,Bueno,Sí
922,28,Puno,Urbana,1146.85,232.44,No,Banco,Nunca,Malo,Sí
923,19,Tacna,Rural,1373.0,599.27,Sí,Banco,Mensual,Nulo,Sí
924,49,Loreto,Urbana,1733.07,161.07,Sí,Caja Municipal,Mensual,Regular,Sí
925,19,Loreto,Rural,934.12,502.59,Sí,Caja Municipal,Mensual,Regular,Sí
926,35,Apurímac,Urbana,438.82,322.24,Sí,Ninguna,Ocasional,Malo,Sí
927,42,Puno,Urbana,1224.8,310.6,No,Ninguna,Mensual,Nulo,Sí
928,64,Tacna,Rural,2059.4,52.38,No,Caja Municipal,Ocasional,Nulo,No
929,22,Junín,Urbana,1605.87,435.94,Sí,Banco,Ocasional,Malo,Sí
930,51,Loreto,Urbana,1732.25,390.25,Sí,Caja Municipal,Ocasional,Regular,Sí
931,61,Junín,Urbana,1885.75,298.09,No,Caja Municipal,Mensual,Malo,Sí
932,60,Loreto,Urbana,1664.99,270.09,Sí,Banco,Nunca,Nulo,Sí
933,30,Lima,Urbana,877.16,482.89,Sí,Ninguna,Mensual,Regular,No
934,35,Junín,Urbana,887.35,280.34,No,Financiera,Nunca,Regular,Sí
935,26,Tacna,Rural,1138.88,337.41,Sí,Financiera,Nunca,Malo,Sí
936,34,Loreto,Urbana,443.17,281.33,No,Financiera,Mensual,Bueno,No
937,25,Lima,Urbana,1603.83,368.3,Sí,Cooperativa,Mensual,Nulo,No
938,49,Loreto,Rural,822.72,425.86,Sí,Ninguna,Nunca,Regular,No
939,50,Loreto,Urbana,847.86,41.81,Sí,Caja Municipal,Nunca,Bueno,Sí
940,36,Lima,Urbana,2533.64,285.49,Sí,Banco,Mensual,Malo,No
941,62,Loreto,Urbana,1896.14,400.54,No,Cooperativa,Nunca,Regular,Sí
943,50,Puno,Urbana,1712.05,413.49,Sí,Financiera,Mensual,Nulo,No
944,22,Lima,Urbana,1946.32,375.06,No,Cooperativa,Nunca,Bueno,Sí
945,55,Puno,Rural,1711.65,294.2,No,Cooperativa,Ocasional,Malo,Sí
946,56,Tacna,Rural,1176.64,210.23,Sí,Cooperativa,Mensual,Malo,No
947,40,Tacna,Urbana,702.59,165.14980413886,No,Caja Municipal,Ocasional,Malo,Sí
948,32,Junín,Urbana,1503.12,341.18,Sí,Cooperativa,Ocasional,Bueno,Sí
950,20,Apurímac,Urbana,1584.64,293.3,Sí,Ninguna,Mensual,Nulo,Sí
951,40,Loreto,Urbana,1833.83,213.29,Sí,Financiera,Mensual,Regular,Sí
952,23,Lima,Rural,1651.74,446.53,No,Caja Municipal,Nunca,Regular,No
953,25,Junín,Urbana,1753.65,493.68,Sí,Caja Municipal,Mensual,Malo,No
954,18,Junín,Urbana,2766.97,251.64,No,Caja Municipal,Mensual,Bueno,No
955,44,Puno,Rural,2133.4,96.56,No,Cooperativa,Nunca,Regular,Sí
956,49,Junín,Urbana,1689.24,272.39,Sí,Ninguna,Mensual,Bueno,Sí
957,43,Apurímac,Urbana,1131.46,300.56,Sí,Caja Municipal,Mensual,Regular,Sí
958,63,Puno,Urbana,3004.59,135.44,Sí,Financiera,Mensual,Regular,Sí
959,50,Junín,Rural,1848.01,49.077762051336,Sí,Cooperativa,Mensual,Regular,Sí
